DHSID_EA,sanitation_index
IA-2015-7#-00350423,4.809523809523809
IA-2015-7#-00260907,1.7272727272727273
IA-2015-7#-00311114,4.714285714285714
IA-2015-7#-00151080,4.857142857142857
IA-2015-7#-00201049,4.375
IA-2015-7#-00311292,4.7727272727272725
IA-2015-7#-00201269,5.0
IA-2015-7#-00190398,4.590909090909091
IA-2015-7#-00280699,4.227272727272728
IA-2015-7#-00110973,5.0
IA-2015-7#-00040553,2.5
IA-2015-7#-00310061,1.5454545454545454
IA-2015-7#-00200332,4.789473684210527
IA-2015-7#-00310629,4.090909090909091
IA-2015-7#-00110825,4.0
IA-2015-7#-00332927,3.4545454545454546
IA-2015-7#-00360183,3.9
IA-2015-7#-00200518,3.809523809523809
IA-2015-7#-00190450,4.95
IA-2015-7#-00200633,4.35
IA-2015-7#-00261421,4.809523809523809
IA-2015-7#-00250270,5.0
IA-2015-7#-00310638,2.7777777777777777
IA-2015-7#-00340139,4.5
IA-2015-7#-00310248,4.5
IA-2015-7#-00120072,4.363636363636363
IA-2015-7#-00310768,3.5454545454545454
IA-2015-7#-00340229,3.1818181818181817
IA-2015-7#-00170312,4.863636363636363
IA-2015-7#-00170144,4.909090909090909
IA-2015-7#-00150624,3.7142857142857135
IA-2015-7#-00190962,2.8181818181818183
IA-2015-7#-00120723,4.727272727272728
IA-2015-7#-00200656,4.15
IA-2015-7#-00020125,1.9
IA-2015-7#-00130045,5.0
IA-2015-7#-00160993,3.85
IA-2015-7#-00051286,2.590909090909091
IA-2015-7#-00200366,5.0
IA-2015-7#-00261143,1.7894736842105263
IA-2015-7#-00340603,4.684210526315789
IA-2015-7#-00190045,3.090909090909091
IA-2015-7#-00020872,1.0
IA-2015-7#-00192195,2.590909090909091
IA-2015-7#-00200741,4.4
IA-2015-7#-00170510,4.454545454545454
IA-2015-7#-00020647,3.6666666666666665
IA-2015-7#-00170288,5.0
IA-2015-7#-00340066,4.0
IA-2015-7#-00332432,1.1904761904761905
IA-2015-7#-00050307,3.0
IA-2015-7#-00170179,4.681818181818182
IA-2015-7#-00100142,4.75
IA-2015-7#-00261367,1.0
IA-2015-7#-00260333,3.809523809523809
IA-2015-7#-00170344,4.363636363636363
IA-2015-7#-00170268,4.818181818181818
IA-2015-7#-00110237,1.181818181818182
IA-2015-7#-00110671,5.0
IA-2015-7#-00334586,2.35
IA-2015-7#-00040023,3.863636363636364
IA-2015-7#-00140469,3.6
IA-2015-7#-00270019,3.363636363636364
IA-2015-7#-00140303,4.3
IA-2015-7#-00191253,1.0
IA-2015-7#-00110758,3.1904761904761907
